Time,Comment,Scramble,Date
21.06919503211975,"",B' L' B F2 R' B2 L' D2 B2 U2 F2 L' D B2 L D2 U B' U2,2025-01-29 07:46:23 +0000
25.86645197868347,"",D2 B' L2 B2 L F' U B L' F2 L' F2 R2 U2 B2 D2 F2 R U2,2025-01-09 12:08:18 +0000
19.934365034103394,"",B2 D L' D2 F2 R' D2 R2 B2 F' R' D2 B' U' R2 U2 B' L,2025-01-10 12:05:25 +0000
23.30263900756836,"",B L' B2 L2 R2 F2 D B2 U F U' B' D' F' D R F,2025-01-24 08:24:23 +0000
18.76693892478943,"",D L F' B' U F' R D2 L U F2 U L2 D F2 U2 F2 L2,2025-01-17 12:13:23 +0000
17.733373999595642,"",U' F R B R2 B U' L D R' L' D2 R D2 F2 R2 L B U2,2025-01-29 11:31:25 +0000
27.805116891860962,"",B U' L' F2 L2 U2 F2 U2 F2 R' B R2 U F2 L' U L' U2 B,2025-01-13 07:21:04 +0000
17.83321499824524,"",B2 D F B R2 D L' F' D2 L2 D2 F B D L D2 R',2025-01-19 17:11:41 +0000
19.349605917930603,"",B U2 B L2 U2 B' D2 F R D2 B2 R' B R F D L B' R2,2025-01-19 17:06:17 +0000
22.068140029907227,"",L2 D' L' F2 L U2 B2 R B2 L' F' U2 B2 U' L2 D L' F,2025-01-20 11:24:53 +0000
21.250687956809998,"",R' F L2 R2 B R2 F' R' D2 L2 D' R2 D' L D2 B2 D,2025-01-24 14:51:18 +0000
24.692065000534058,"",U F2 R2 F2 D U2 R2 D' U' B U R2 B L2 U' L D2 R' F',2025-01-29 15:58:29 +0000
25.800651907920837,"",F L2 B2 F R2 B' U2 F2 R2 D2 L2 U R' D' F U2 F R' B2 F',2025-01-17 18:21:28 +0000
22.72699797153473,"",U2 R2 U2 F2 R2 F2 R' B2 R F L' R2 D R' D' L' F L2 D2,2025-01-16 08:56:25 +0000
19.201878905296326,"",R' D2 L' F L' R B2 D2 R' D2 F2 D L U F2 R' U,2025-01-20 11:34:54 +0000
26.274057984352112,"",D' L2 F2 D L2 D2 B2 F U2 B' U' R U2 F' D' R2 B R',2025-01-27 06:21:39 +0000
25.73559296131134,"",F' R' F D L2 F' B' U2 F R' U2 F2 B2 U' B2 L2 F2 L2 U' D',2025-01-30 08:55:56 +0000
18.067503094673157,"Pll skip",L2 U2 L' D' R B2 D L2 B R2 F R D2 L U2 L2 B2 U2,2025-01-17 18:03:41 +0000
24.449262976646423,"",U' B R' B R' D L2 U2 L' B' R F2 U D R2 D2 R2 F2 U',2025-01-17 07:02:12 +0000
24.83480405807495,"",L D2 L2 F2 D2 L' B2 L' B R2 D' L D2 L2 R' F' R U' B',2025-01-19 17:14:06 +0000
23.802162051200867,"",F D F L2 B' U2 R2 U2 L2 B U' R D2 L F' D' B2 D U,2025-01-19 17:16:10 +0000
22.866025924682617,"",B2 R2 B2 U2 R2 U2 L2 B F2 U F2 U' R2 D L' R' F2,2025-01-20 11:44:40 +0000
23.368290066719055,"",B U L F U2 R2 U' F2 L2 F B' R2 B2 U2 R D F R',2025-01-27 06:29:51 +0000
23.168681025505066,"",U R' B' F' R2 U2 F R2 D2 B' U2 L2 R2 D' L' U2 R' D B',2025-01-17 18:18:44 +0000
24.499777913093567,"",B U L' D' R2 D2 R D2 L2 U2 R2 U' R2 L2 U R' U2 L2 B,2025-01-19 17:07:23 +0000
27.0382159948349,"",U2 F U' D2 R' B2 D2 B2 U2 F2 R' B' L' F U' B L' F D,2025-01-20 12:58:19 +0000
35.72212302684784,"",F2 L2 B R2 D' U2 L2 U' R2 F2 L2 D R' D' B2 F' R2 B' R U,2025-01-27 11:06:08 +0000
21.633564949035645,"",D' B' R' L U' B2 U' F2 B L D' L2 F' B' D2 L2 D2 R2,2025-01-17 18:09:20 +0000
25.167850971221924,"",R2 B R' L D' R U2 B' L' B' D F2 D L2 F2 R2 D2 B,2025-01-20 09:02:54 +0000
25.802152037620544,"",F' R2 B2 F D2 R2 B U2 R' B L2 R2 D L R U' B2 U2 F',2025-01-21 11:09:22 +0000
25.569655895233154,"",D B' U2 F D2 U2 R F' U' R' D B L' R U',2025-01-27 11:16:55 +0000
20.900213956832886,"",B R2 D' L' D2 L' U2 B2 R2 F L U B' F L2 B2 L,2025-01-19 11:21:07 +0000
22.632007002830505,"",B D' L' B2 L B2 U2 L2 B2 F2 L U2 F' L F L2 F L2 U,2025-01-21 11:21:12 +0000
42.930099964141846,"",L' B2 D' R2 F2 U2 L2 F2 D2 R' D' B2 U B' F U2 B F2 D',2025-01-28 08:00:10 +0000
21.900588035583496,"",B2 U R' F' U L2 F2 R2 U' R' D2 L D2 R' F2 D2 L B2 R2 F2,2025-01-17 18:10:08 +0000
26.69888210296631,"",B U2 L2 U2 B2 U2 R2 B' L2 F' L F' U' L' F L2 U2 R' U' B',2025-01-19 17:05:27 +0000
18.43050992488861,"",B U' R D2 U2 F' D2 R2 D2 B' D2 R B2 D' U' R' F2 R D,2025-01-21 16:02:33 +0000
19.764631986618042,"",L2 D' U2 B' F2 U2 B' U2 L2 F' U2 F R' D L F' L' B' U R',2025-01-28 11:33:55 +0000
21.802778005599976,"",R F2 L' B2 D' F' D2 L U2 F' R2 F2 R2 B' L2 U2 F2 D2 U' F',2025-01-17 18:19:35 +0000
21.76674199104309,"",R' B2 D2 R2 U2 R' B2 R B' F U' F2 L2 D2 R' F2 D2 U',2025-01-09 12:11:32 +0000
24.287230968475342,"",R2 D2 B U2 F' R U' F' R' F2 L2 F2 B2 D2 F2 L' F2 U,2025-01-21 16:26:44 +0000
21.03212594985962,"",U' F2 D U' B2 U' F2 B U L2 F' U' F2 L U' L2 B F' R',2025-01-29 07:47:10 +0000
23.834246039390564,"",U2 B2 U B2 R D' F B2 U' D B D2 R2 B L2 B' U2 F2 R2,2025-01-10 12:06:23 +0000
20.396381974220276,"",R U' D2 F L2 F2 L2 B2 U2 L2 F2 D2 R F' U R U2 R' B2,2025-01-24 08:57:09 +0000
24.40091097354889,"",L2 B' L B R F' B2 D L D2 B' R2 U2 F2 R2 U2 F' L2 B U,2025-01-17 18:00:34 +0000
22.707366943359375,"",B D2 B L F' R2 D2 L2 R2 B R2 U2 R U' R2 D2 U2 B2 R',2025-01-29 11:32:20 +0000
16.431464076042175,"",D' F2 U2 B2 D2 F2 D' R2 U R' F' D2 B' F2 D B2 F2 U L R,2025-01-13 07:22:58 +0000
21.881508946418762,"",F D' L2 B2 L2 U2 B2 U2 F L2 R F' U' F' L2 D' L R2 F2,2025-01-20 11:26:17 +0000
20.799865007400513,"",U' R' L2 U B2 R2 U B2 D' B R2 U R F2 U2 R2 D' B' F2,2025-01-24 14:52:11 +0000
27.867413997650146,"",R2 B' D' B2 D R2 B2 R B2 L2 U2 B2 U F2 D2 L2 U F D',2025-01-29 15:59:25 +0000
24.30109202861786,"",L' B' U F2 D B2 U R2 U' L2 D' L2 F L' D' R' U' R B D2,2025-01-16 08:57:54 +0000
21.699510097503662,"",L2 R' F2 L' U2 L2 D2 L' U' B D' U' F2 U2 F' U2 L D L,2025-01-20 11:37:16 +0000
23.13297402858734,"",D L' B2 L' D' R' L2 D' L2 F D R2 L2 U D F2 L2 U L',2025-01-19 11:29:16 +0000
22.266873002052307,"",B2 U' B2 U2 F2 L2 B' D2 R2 B L' R F U R' F R' B' U,2025-01-27 06:22:40 +0000
23.901618003845215,"",U' F2 L F' D2 L2 F2 U2 D F' U2 R2 B2 L B2 U2 R D',2025-01-30 08:56:46 +0000
19.621657013893127,"",R2 U' F2 U' D' L' F2 D' R D2 F' U' F2 U' F2 D F2 B2,2025-01-17 08:50:36 +0000
30.487429022789,"",B U B D L2 F2 L2 B' F2 L2 D2 L' D L' R2 F' R U',2025-01-19 16:11:33 +0000
20.965762972831726,"",D' F2 U2 R2 F U2 R2 F2 L B R U F D' U2 L B2 L2,2025-01-20 11:46:32 +0000
95.56608593463898,"",D L' U L2 F' L' D2 R' U' F' D2 B L2 U2 L2 B' U2 B' R2,2025-01-27 08:55:51 +0000
28.23600709438324,"",D2 F' U2 R U2 L U' B U B R2 F' U2 B2 U2 L2 B' U',2025-01-17 11:52:15 +0000
22.967085003852844,"",L2 B D F U2 L2 B' L2 R2 F D2 L2 F2 R' F2 U' L2 U' R2,2025-01-19 17:17:59 +0000
21.76899790763855,"",U' B D2 R2 U2 D' L F2 U R' F' R2 L2 U' R2 U B2 D,2025-01-20 13:00:31 +0000
20.568199038505554,"",D B2 U' B2 R2 F R' D2 L U R D' R2 U2 B' R2 F',2025-01-27 11:06:56 +0000
22.035686016082764,"",R2 U2 F L2 F D2 L2 B2 F' L' B' F' U' B U R U' B',2025-01-09 12:07:03 +0000
21.63470196723938,"",R' B2 L2 U' F2 U2 L2 F R2 U2 R' B2 L' B2 L2 B2 L' U2 F,2025-01-20 10:02:08 +0000
21.56934905052185,"",F2 U2 L' U2 B2 L2 F D2 B U2 R2 D' F R2 B2 D B U' B2,2025-01-21 11:10:28 +0000
21.30017602443695,"",F2 B' R' U2 B2 L F' R U2 L2 F2 R2 F' U2 R2 U B' L2,2025-01-27 11:17:52 +0000
21.89770007133484,"",D' U2 B L2 B' D2 F' D2 L B L2 B' L R' F2 U2,2025-01-21 11:22:07 +0000
23.168362021446228,"",L' B L' D B' U L D L' R2 F' L2 D2 F' U2 B U2 L2 F2 U2,2025-01-28 08:02:21 +0000
22.561229944229126,"",F D2 R2 B' L2 B2 F' D2 R2 B2 D R2 B U' B2 R B' R U,2025-01-19 17:04:35 +0000
21.361467003822327,"",F B2 L' B2 D' R2 L2 B2 U2 F' D B' D2 F2 D2 R2 F' U2 D2,2025-01-21 16:05:04 +0000
20.19978404045105,"",R F2 D' B2 D2 L' F2 B U F' B2 L2 B D2 L2 D2 B2 R',2025-01-28 11:35:55 +0000
22.633625984191895,"",R2 D2 F' B2 L B2 L' R U2 R D2 U B D' U2 B' D2 U2 R,2025-01-09 12:12:28 +0000
30.468890070915222,"",U R2 U2 R B2 R F2 L R2 U L R F D2 B' L' F2 U,2025-01-23 09:02:47 +0000
19.202607035636902,"",U2 B F D2 L2 B U2 R2 U' L R D' L B U' R F L D2,2025-01-29 07:47:50 +0000
25.365288019180298,"",R' U' F2 U' F2 R2 D2 R2 U' L2 U2 B' F L D' B D2 L2 D2 R',2025-01-17 18:13:03 +0000
26.868079900741577,"",U2 B' U D F B2 R D L' D' R' U F2 U' R2 U2 F2 D2,2025-01-10 12:07:24 +0000
19.794303059577942,"Easiest cross (blue)",U' F2 U' B2 U2 L2 U' B' U' F L2 F' L2 B2 R D' U2 L D,2025-01-24 14:44:08 +0000
22.57131600379944,"",F D2 R' U' B L2 D F2 L F R' F' D2 F' R2 D2 F B',2025-01-17 12:02:01 +0000
25.069169998168945,"",F2 D' R2 B2 D F2 U2 F2 D2 L2 F2 R U L D B F' U B L2,2025-01-29 11:33:14 +0000
24.584344029426575,"",D2 B U' B D2 R2 U2 B D2 F L2 D2 U' L' U' R' B R2 D B2,2025-01-13 07:26:42 +0000
21.06732702255249,"",D F2 L2 U' L2 R2 D B2 F2 D2 B U' L D' U L2 B2 R D2,2025-01-19 16:15:50 +0000
19.265726923942566,"",D L B' F2 D2 R2 U2 R2 B R U2 B L2 F' U' B2 F' R,2025-01-20 11:27:25 +0000
16.499089002609253,"",F2 R' D2 B' U' F B D R L2 B' D2 B U2 R2 D2 B R,2025-01-24 14:53:00 +0000
26.50231099128723,"",D U L2 R2 D L2 B2 F2 U L' B2 F' L B2 R2 F R B R,2025-01-17 18:01:42 +0000
22.968199968338013,"",R2 B L' D2 F' L B L' D' B2 L2 F2 R2 D2 F U2 F L B,2025-01-17 18:11:08 +0000
