,Time,Comment,Scramble,Date
207,23.30263900756836,,B L' B2 L2 R2 F2 D B2 U F U' B' D' F' D R F,2025-01-24 08:24:23 +0000
247,20.39638197422028,,R U' D2 F L2 F2 L2 B2 U2 L2 F2 D2 R F' U R U2 R' B2,2025-01-24 08:57:09 +0000
281,19.794303059577945,Easiest cross (blue),U' F2 U' B2 U2 L2 U' B' U' F L2 F' L2 B2 R D' U2 L D,2025-01-24 14:44:08 +0000
32,20.066184997558597,,F R L2 D2 B2 D2 B D2 U2 B2 U B2 L' B D' U' F2 D R',2025-01-24 14:45:25 +0000
66,20.73448407649994,,B R F2 L2 B L2 B D2 L2 F' L2 D2 L' B2 D' U F D F2,2025-01-24 14:46:57 +0000
106,16.93212401866913,,B2 U' F2 R2 B2 U2 L2 F D' F2 L' R2 U R' B' D' U F U',2025-01-24 14:48:25 +0000
141,21.53427803516388,,D B' L F2 D F2 D' L2 R2 B2 R2 U' B L D F R' B' R',2025-01-24 14:49:38 +0000
180,19.36795997619629,,D' L2 U B2 R2 F U L2 U F' U2 F2 L2 F D2 F2 L U,2025-01-24 14:50:34 +0000
214,21.25068795681,,R' F L2 R2 B R2 F' R' D2 L2 D' R2 D' L D2 B2 D,2025-01-24 14:51:18 +0000
252,20.799865007400516,,U' R' L2 U B2 R2 U B2 D' B R2 U R F2 U2 R2 D' B' F2,2025-01-24 14:52:11 +0000
287,16.499089002609253,,F2 R' D2 B' U' F B D R L2 B' D2 B U2 R2 D2 B R,2025-01-24 14:53:00 +0000
37,22.798563957214355,,F2 R2 D2 R2 B U2 F' R B D B2 L' D L2 F D2 U' R2,2025-01-24 14:54:01 +0000
71,25.43429708480835,,U' B2 U' L2 D2 B2 R2 B2 F' U' B2 U' B R B F2 L F2 D',2025-01-27 06:15:11 +0000
112,25.60048305988312,,R U L D R' F U F2 B2 D2 F2 L F2 L2 B' L U R,2025-01-27 06:16:25 +0000
146,27.701423048973083,,F B' R D' L F B U F2 D R' F2 U L2 U F2 L2 D2 F2,2025-01-27 06:17:25 +0000
185,24.831688046455383,,U2 F' B U R U2 F2 L2 F' L' U2 L2 D2 R2 U R2 L2 F,2025-01-27 06:19:16 +0000
219,26.274057984352112,,D' L2 F2 D L2 D2 B2 F U2 B' U' R U2 F' D' R2 B R',2025-01-27 06:21:39 +0000
257,22.266873002052307,,B2 U' B2 U2 F2 L2 B' D2 R2 B L' R F U R' F R' B' U,2025-01-27 06:22:40 +0000
3,22.733729004859924,,R' F L2 D F2 D' B' L' U2 B L2 U' L2 U D2 F2 U2 L2,2025-01-27 06:24:01 +0000
41,18.899702072143555,,U R' L' F R' F U2 F' U' F2 D2 F2 L2 D2 B2 U F L2,2025-01-27 06:24:45 +0000
77,21.334178924560547,,R' F R B' U R B' D' F2 L F U2 R2 L2 F' L2 F2 B',2025-01-27 06:25:43 +0000
117,23.80145692825317,,B' R2 D B' U F2 B' L' F' U F U B2 D' R2 U D' L2 B2,2025-01-27 06:26:52 +0000
152,23.049764037132263,,U' R D2 U R2 F2 D2 U' R2 F2 D' B2 L B' F' D L2 U2 L' F2,2025-01-27 06:28:06 +0000
189,22.9673969745636,,L' F2 R' B D2 B' L2 B2 U2 F2 D2 R' U' B R F2 R2 D U,2025-01-27 06:28:53 +0000
226,23.36829006671905,,B U L F U2 R2 U' F2 L2 F B' R2 B2 U2 R D F R',2025-01-27 06:29:51 +0000
262,95.56608593463898,,D L' U L2 F' L' D2 R' U' F' D2 B L2 U2 L2 B' U2 B' R2,2025-01-27 08:55:51 +0000
8,18.733287930488583,,F2 U' R' U' L2 D L2 U' L2 D2 B2 L2 B' U' L2 F2 D L U2,2025-01-27 08:59:34 +0000
45,27.666962027549744,,U R2 B2 U' D F2 B' L' F B' L D F2 D' R2 F2 R2 D2,2025-01-27 09:01:54 +0000
82,21.865337014198303,,B2 R2 B D2 B' L2 B' R2 U2 F' D' R2 D2 F2 R' U2 F' R B' D,2025-01-27 09:02:59 +0000
121,15.26990294456482,,R' U' L U2 R2 U B2 F2 R2 F2 R2 D' F' D F L2 F U' L2,2025-01-27 09:03:41 +0000
155,24.500810027122498,,B' U' L' B2 L D2 L R' F2 L2 B2 F' L' U2 R2 U L B' U',2025-01-27 09:58:33 +0000
191,23.267120957374573,,B2 U' R' U2 R' D2 L D F' R' F2 R2 D R2 D' L2 D' F2 D2,2025-01-27 09:59:26 +0000
230,35.72212302684784,,F2 L2 B R2 D' U2 L2 U' R2 F2 L2 D R' D' B2 F' R2 B' R U,2025-01-27 11:06:08 +0000
266,20.568199038505558,,D B2 U' B2 R2 F R' D2 L U R D' R2 U2 B' R2 F',2025-01-27 11:06:56 +0000
12,24.86099708080292,,F2 R L2 D B' D2 B L' F' U2 R L2 B2 R2 F2 D' B2 U2 R2,2025-01-27 11:08:44 +0000
49,24.537400007247925,,D F2 D2 L2 U' B2 L2 D F' L' R' D' F' U R B2 D2 B2 L,2025-01-27 11:09:34 +0000
87,24.36837100982666,,L2 B2 L2 B L2 B' D2 F' D B2 U F' D2 R' B U' B R',2025-01-27 11:10:37 +0000
126,22.40295803546905,,B' R D2 L' D L B2 L2 F2 D' L2 F2 D F2 U2 L2 F2 D B' U2,2025-01-27 11:13:50 +0000
159,21.765947937965397,,F2 D' F2 B L2 D B U2 R2 U2 R2 B2 R F2 D2 L2 U2 D2 L,2025-01-27 11:14:45 +0000
194,19.550680994987488,,B L R2 D2 F2 R2 U2 B U2 R2 F2 L' D F2 D R2 D' R2 F,2025-01-27 11:15:42 +0000
234,25.569655895233154,,D B' U2 F D2 U2 R F' U' R' D B L' R U',2025-01-27 11:16:55 +0000
270,21.30017602443695,,F2 B' R' U2 B2 L F' R U2 L2 F2 R2 F' U2 R2 U B' L2,2025-01-27 11:17:52 +0000
17,24.36272096633911,,F D R2 D U2 L2 D2 L2 U' B2 F2 L U' B2 U F D F2 L B,2025-01-27 11:19:09 +0000
54,18.93383193016052,,F' R U2 R2 D2 F2 L' R2 F2 U2 R F' D' L R D L2 U R D',2025-01-27 13:13:48 +0000
92,27.068480014801025,,F D2 R2 B2 R2 U' B2 R2 D B2 R B' D' L D' U' B' L2 F' U,2025-01-27 17:59:16 +0000
129,20.105237007141117,,F2 R2 U F2 D2 U' L2 D2 R' B' F D' R2 B2 U L R2 B' L2,2025-01-27 18:00:19 +0000
162,19.73716604709625,,B' F2 D2 B L2 D2 U2 B' L B F2 U' F' U2 F L2 D' F2 D',2025-01-28 07:57:45 +0000
197,25.39994502067566,,D' F U F L' B D B L F2 R2 U2 R U2 L' B2 R2 B2 L' D2,2025-01-28 07:58:42 +0000
237,42.930099964141846,,L' B2 D' R2 F2 U2 L2 F2 D2 R' D' B2 U B' F U2 B F2 D',2025-01-28 08:00:10 +0000
272,23.168362021446228,,L' B L' D B' U L D L' R2 F' L2 D2 F' U2 B U2 L2 F2 U2,2025-01-28 08:02:21 +0000
21,24.033850073814392,,D2 L2 B' F' D2 B' R2 D2 B' R2 D2 R' U' F R2 F2 R D U B2,2025-01-28 11:26:49 +0000
56,24.86713993549347,,F' L B' U R2 F' U R F2 R F U' R2 F2 U' D2 L2 D,2025-01-28 11:28:35 +0000
95,23.53351104259491,,F2 D' F' B2 L U' R2 D2 L' D B2 R2 B2 L2 D2 B2 F,2025-01-28 11:29:32 +0000
133,17.633020043373108,,U R2 D2 L R2 F L2 U2 B' D2 L2 R U F' L B U2 R',2025-01-28 11:30:21 +0000
167,19.20050704479217,,L F2 U2 F D2 B F' L2 U' R D F D' L2 B U R D',2025-01-28 11:31:09 +0000
200,18.13392400741577,,B2 U' F' L2 U2 R U2 B2 L F2 D2 F2 R' U' L' F' R' D' L' U,2025-01-28 11:33:05 +0000
241,19.76463198661804,,L2 D' U2 B' F2 U2 B' U2 L2 F' U2 F R' D L F' L' B' U R',2025-01-28 11:33:55 +0000
275,20.19978404045105,,R F2 D' B2 D2 L' F2 B U F' B2 L2 B D2 L2 D2 B2 R',2025-01-28 11:35:55 +0000
24,18.66781997680664,,U F2 R2 U' L2 D2 R2 U2 L B' R2 D' F L2 B U' F2 L' D,2025-01-28 11:37:16 +0000
58,25.471004009246823,,D' F' D2 B2 R2 U' B2 D L B2 R2 F R2 B' L2 D2 B2 R2 L U2,2025-01-28 14:48:23 +0000
100,19.06228506565094,,F B' D2 B U F2 R2 D2 L' F D R2 U D' R2 L2 F2 D L,2025-01-28 14:49:31 +0000
136,25.76745200157165,,F U2 R D' R2 U2 L2 F2 L2 B2 R2 D U L' F' R' D U' L B2,2025-01-28 14:50:35 +0000
172,21.63417601585388,,B2 D' F2 R2 D' L2 D L' B2 U2 R2 D L F U' L' F2 R',2025-01-28 14:52:06 +0000
204,21.06919503211975,,B' L' B F2 R' B2 L' D2 B2 U2 F2 L' D B2 L D2 U B' U2,2025-01-29 07:46:23 +0000
245,21.03212594985962,,U' F2 D U' B2 U' F2 B U L2 F' U' F2 L U' L2 B F' R',2025-01-29 07:47:10 +0000
278,19.202607035636905,,U2 B F D2 L2 B U2 R2 U' L R D' L B U' R F L D2,2025-01-29 07:47:50 +0000
29,22.86817502975464,,D' F2 R2 D2 U' L2 U' F2 U B L' B2 R' F' R2 F' D U B',2025-01-29 07:49:02 +0000
62,34.718652963638306,,D2 R B L2 U2 D2 B' L' F R2 F2 D' B2 U' D' R' U',2025-01-29 07:50:02 +0000
104,6.196914911270142,,F2 U B D' R2 U L2 U B2 D F2 L2 U' R' F U2 L2 B' L2 R2,2025-01-29 07:51:33 +0000
139,21.96687591075897,,D' R F2 D B2 R2 D' U2 L2 F2 L2 B D' U' L' R U B' L D,2025-01-29 11:29:45 +0000
178,18.30057001113892,,U' L' U B' L' F B' L U L' U' F2 R2 U F2 B2 L2 F2,2025-01-29 11:30:32 +0000
209,17.733373999595642,,U' F R B R2 B U' L D R' L' D2 R D2 F2 R2 L B U2,2025-01-29 11:31:25 +0000
249,22.70736694335937,,B D2 B L F' R2 D2 L2 R2 B R2 U2 R U' R2 D2 U2 B2 R',2025-01-29 11:32:20 +0000
283,25.069169998168945,,F2 D' R2 B2 D F2 U2 F2 D2 L2 F2 R U L D B F' U B L2,2025-01-29 11:33:14 +0000
33,23.08395206928253,,U' B D B L R D2 U2 R B2 R F2 D' R2 B' R U B L,2025-01-29 11:35:05 +0000
67,23.901283979415894,,R B F2 R2 B2 F2 U' F2 U B2 R' D2 B2 F D U' F L' R2,2025-01-29 11:35:53 +0000
110,19.00071108341217,,R B2 R' F R2 B R' D' L U B U2 R' B2 D2 F2 B2 R B2,2025-01-29 11:36:36 +0000
142,16.76806604862213,,B' L2 F' U2 B D2 B L U F' L' B2 F D' B' F L2,2025-01-29 11:37:52 +0000
181,26.366510033607483,,U' F2 L2 D B D F2 U R2 U2 R F U2 R2 B' R2 U2 D2 B,2025-01-29 15:47:47 +0000
215,24.692065000534058,,U F2 R2 F2 D U2 R2 D' U' B U R2 B L2 U' L D2 R' F',2025-01-29 15:58:29 +0000
253,27.867413997650143,,R2 B' D' B2 D R2 B2 R B2 L2 U2 B2 U F2 D2 L2 U F D',2025-01-29 15:59:25 +0000
1,17.533128023147583,,F2 D2 R D B2 F2 L2 R F2 U2 L' F' U B2 U L' U2 R2,2025-01-29 16:00:09 +0000
38,18.63262104988098,"Malgré ce R perm de merde, j’ai réussi à être sub-20",U D B' L D2 R' F' B' L2 D' B' R' U2 R2 U2 L U2 F2 U2,2025-01-30 08:02:23 +0000
72,23.199650049209595,,L D2 L2 D2 F' L' U F' D L F' L U2 R2 F2 L' U2 L' D2,2025-01-30 08:04:25 +0000
113,18.99640190601349,,B' L2 D2 U2 B' D2 R2 L D F D F D2 F2 D U2 F R',2025-01-30 08:52:42 +0000
150,26.53437089920044,,F2 L2 F2 B' D' F2 D F B2 D F2 L B2 U2 R' B2 R L',2025-01-30 08:53:37 +0000
186,22.60100197792053,,U F2 L' D2 F' L2 R2 F' D2 F' R2 U B' D' L2 D2 B F,2025-01-30 08:54:40 +0000
220,25.73559296131134,,F' R' F D L2 F' B' U2 F R' U2 F2 B2 U' B2 L2 F2 L2 U' D',2025-01-30 08:55:56 +0000
258,23.90161800384521,,U' F2 L F' D2 L2 F2 U2 D F' U2 R2 B2 L B2 U2 R D',2025-01-30 08:56:46 +0000
4,18.303236961364743,,D' F2 R F2 L2 D U' B2 R2 U' L2 B' L' B2 L U L' R2 U2,2025-01-31 07:47:10 +0000
